,年度次,ID,都道府县,市町村,現年課税,人口数量,人均烟税
3194,2015年度,42-401,,富江町,,,
3195,2015年度,42-402,,玉之浦町,,,
3196,2015年度,42-403,,三井楽町,,,
3197,2015年度,42-404,,岐宿町,,,
3198,2015年度,42-405,,奈留町,,,
3199,2015年度,42-406,,若松町,,,
3200,2015年度,42-407,,上五島町,,,
3201,2015年度,42-408,,新魚目町,,,
3202,2015年度,42-409,,有川町,,,
3203,2015年度,42-410,,奈良尾町,,,
3204,2015年度,42-411,長崎県,新上五島町,150242.0,19718.0,7.619535449842783
3205,2015年度,42-421,,郷ノ浦町,,,
3206,2015年度,42-422,,勝本町,,,
3207,2015年度,42-423,,芦辺町,,,
3208,2015年度,42-424,,石田町,,,
3209,2015年度,42-441,,厳原町,,,
3210,2015年度,42-442,,美津島町,,,
3211,2015年度,42-443,,豊玉町,,,
3212,2015年度,42-444,,峰町,,,
3213,2015年度,42-445,,上県町,,,
3214,2015年度,42-446,,上対馬町,,,
3215,2015年度,43-100,熊本県,熊本市,5445901.0,740822.0,7.351159927755925
3216,2015年度,43-201,,熊本市,,,
3217,2015年度,43-202,熊本県,八代市,877448.0,127472.0,6.883456759131417
3218,2015年度,43-203,熊本県,人吉市,280794.0,33880.0,8.287898465171192
3219,2015年度,43-204,熊本県,荒尾市,412174.0,53407.0,7.71760256146198
3220,2015年度,43-205,熊本県,水俣市,173098.0,25411.0,6.811931840541498
3221,2015年度,43-206,熊本県,玉名市,462010.0,66782.0,6.918181545925549
3222,2015年度,43-207,,本渡市,,,
3223,2015年度,43-208,熊本県,山鹿市,381561.0,52264.0,7.300646716669218
3224,2015年度,43-209,,牛深市,,,
3225,2015年度,43-210,熊本県,菊池市,347735.0,48167.0,7.219361803724541
3226,2015年度,43-211,熊本県,宇土市,250318.0,37026.0,6.760600658996381
3227,2015年度,43-212,熊本県,上天草市,186229.0,27006.0,6.895837961934385
3228,2015年度,43-213,熊本県,宇城市,439850.0,59756.0,7.360767119619787
3229,2015年度,43-214,熊本県,阿蘇市,220312.0,27018.0,8.154267525353468
3230,2015年度,43-215,熊本県,天草市,565004.0,82739.0,6.828750649633184
3231,2015年度,43-216,熊本県,合志市,338225.0,58370.0,5.7945005996230945
3232,2015年度,43-301,,北部町,,,
3233,2015年度,43-302,,河内町,,,
3234,2015年度,43-303,,飽田町,,,
3235,2015年度,43-304,,天明町,,,
3236,2015年度,43-321,,三角町,,,
3237,2015年度,43-322,,不知火町,,,
3238,2015年度,43-341,,城南町,,,
3239,2015年度,43-342,,富合町,,,
3240,2015年度,43-343,,松橋町,,,
3241,2015年度,43-344,,小川町,,,
3242,2015年度,43-345,,豊野町,,,
3243,2015年度,43-346,,中央町,,,
3244,2015年度,43-347,,砥用町,,,
3245,2015年度,43-348,熊本県,美里町,64090.0,10333.0,6.202458143811091
3246,2015年度,43-361,,岱明町,,,
3247,2015年度,43-362,,横島町,,,
3248,2015年度,43-363,,天水町,,,
3249,2015年度,43-364,熊本県,玉東町,31244.0,5265.0,5.934283000949668
3250,2015年度,43-365,,菊水町,,,
3251,2015年度,43-366,,三加和町,,,
3252,2015年度,43-367,熊本県,南関町,82877.0,9786.0,8.468935213570406
3253,2015年度,43-368,熊本県,長洲町,116941.0,15889.0,7.359871609289446
3254,2015年度,43-369,熊本県,和水町,57373.0,10191.0,5.629771366892356
3255,2015年度,43-381,,鹿北町,,,
3256,2015年度,43-382,,菊鹿町,,,
3257,2015年度,43-383,,鹿本町,,,
3258,2015年度,43-384,,鹿央町,,,
3259,2015年度,43-385,,植木町,,,
3260,2015年度,43-401,,七城町,,,
3261,2015年度,43-402,,旭志村,,,
3262,2015年度,43-403,熊本県,大津町,337477.0,33452.0,10.088395312686835
3263,2015年度,43-404,熊本県,菊陽町,325088.0,40984.0,7.9320710521179
3264,2015年度,43-405,,合志町,,,
3265,2015年度,43-406,,泗水町,,,
3266,2015年度,43-407,,西合志町,,,
3267,2015年度,43-421,,一の宮町,,,
3268,2015年度,43-422,,阿蘇町,,,
3269,2015年度,43-423,熊本県,南小国町,38133.0,4048.0,9.420207509881424
3270,2015年度,43-424,熊本県,小国町,51875.0,7187.0,7.217893418672603
3271,2015年度,43-425,熊本県,産山村,3699.0,1510.0,2.4496688741721853
3272,2015年度,43-426,,波野村,,,
3273,2015年度,43-427,,蘇陽町,,,
3274,2015年度,43-428,熊本県,高森町,50472.0,6325.0,7.979762845849803
3275,2015年度,43-429,,白水村,,,
3276,2015年度,43-430,,久木野村,,,
3277,2015年度,43-431,,長陽村,,,
3278,2015年度,43-432,熊本県,西原村,45848.0,6802.0,6.740370479270803
3279,2015年度,43-433,熊本県,南阿蘇村,67761.0,11503.0,5.890724158915066
3280,2015年度,43-441,熊本県,御船町,105874.0,17237.0,6.142252132041539
3281,2015年度,43-442,熊本県,嘉島町,133552.0,9054.0,14.750607466313232
3282,2015年度,43-443,熊本県,益城町,193744.0,33611.0,5.764303353068936
3283,2015年度,43-444,熊本県,甲佐町,83254.0,10717.0,7.768405337314547
3284,2015年度,43-445,,矢部町,,,
3285,2015年度,43-446,,清和村,,,
3286,2015年度,43-447,熊本県,山都町,83363.0,15149.0,5.502871476665127
3287,2015年度,43-461,,坂本村,,,
3288,2015年度,43-462,,千丁町,,,
3289,2015年度,43-463,,鏡町,,,
3290,2015年度,43-464,,竜北町,,,
3291,2015年度,43-465,,宮原町,,,
3292,2015年度,43-466,,東陽村,,,
3293,2015年度,43-467,,泉村,,,
3294,2015年度,43-468,熊本県,氷川町,85942.0,11994.0,7.1654160413540104
3295,2015年度,43-481,,田浦町,,,
3296,2015年度,43-482,熊本県,芦北町,99234.0,17661.0,5.618821131306268
3297,2015年度,43-484,熊本県,津奈木町,23163.0,4673.0,4.956772950995078
3298,2015年度,43-501,熊本県,錦町,102394.0,10766.0,9.51086754597808
3299,2015年度,43-502,,上村,,,
3300,2015年度,43-503,,免田町,,,
3301,2015年度,43-504,,岡原村,,,
3302,2015年度,43-505,熊本県,多良木町,61389.0,9791.0,6.26994178327035
3303,2015年度,43-506,熊本県,湯前町,23928.0,3985.0,6.004516938519448
3304,2015年度,43-507,熊本県,水上村,5026.0,2232.0,2.2517921146953404
3305,2015年度,43-508,,須恵村,,,
3306,2015年度,43-509,,深田村,,,
3307,2015年度,43-510,熊本県,相良村,27859.0,4468.0,6.235228290062667
3308,2015年度,43-511,熊本県,五木村,5422.0,1055.0,5.139336492890996
3309,2015年度,43-512,熊本県,山江村,18077.0,3422.0,5.282583284628872
3310,2015年度,43-513,熊本県,球磨村,19714.0,3698.0,5.33098972417523
3311,2015年度,43-514,熊本県,あさぎり町,85271.0,15523.0,5.493203633318302
3312,2015年度,43-521,,大矢野町,,,
3313,2015年度,43-522,,松島町,,,
3314,2015年度,43-523,,有明町,,,
3315,2015年度,43-524,,姫戸町,,,
3316,2015年度,43-525,,龍ヶ岳町,,,
3317,2015年度,43-526,,御所浦町,,,
3318,2015年度,43-527,,倉岳町,,,
3319,2015年度,43-528,,栖本町,,,
3320,2015年度,43-529,,新和町,,,
3321,2015年度,43-530,,五和町,,,
3322,2015年度,43-531,熊本県,苓北町,41848.0,7739.0,5.407416978937848
3323,2015年度,43-532,,天草町,,,
3324,2015年度,43-533,,河浦町,,,
3325,2015年度,44-201,大分県,大分市,3540769.0,478146.0,7.405204686434687
3326,2015年度,44-202,大分県,別府市,939455.0,122138.0,7.691750315217213
3327,2015年度,44-203,大分県,中津市,706526.0,83965.0,8.414529863633657
3328,2015年度,44-204,大分県,日田市,513742.0,66523.0,7.722772574898907
3329,2015年度,44-205,大分県,佐伯市,517838.0,72211.0,7.171178906260819
3330,2015年度,44-206,大分県,臼杵市,267560.0,38748.0,6.905130587385155
3331,2015年度,44-207,大分県,津久見市,116905.0,17969.0,6.505926874060883
3332,2015年度,44-208,大分県,竹田市,141799.0,22332.0,6.349588035106573
3333,2015年度,44-209,大分県,豊後高田市,186825.0,22853.0,8.175075482431192
3334,2015年度,44-210,大分県,杵築市,193736.0,30185.0,6.418287228756005
3335,2015年度,44-211,大分県,宇佐市,400421.0,56258.0,7.117583277045043
3336,2015年度,44-212,大分県,豊後大野市,240998.0,36584.0,6.587524600918434
3337,2015年度,44-213,大分県,由布市,236278.0,34262.0,6.896211546319537
3338,2015年度,44-214,大分県,国東市,183661.0,28647.0,6.411177435682619
3339,2015年度,44-301,,大田村,,,
3340,2015年度,44-302,,真玉町,,,
3341,2015年度,44-303,,香々地町,,,
3342,2015年度,44-321,,国見町,,,
3343,2015年度,44-322,大分県,姫島村,10794.0,1991.0,5.421396283274737
3344,2015年度,44-323,,国東町,,,
3345,2015年度,44-324,,武蔵町,,,
3346,2015年度,44-325,,安岐町,,,
3347,2015年度,44-341,大分県,日出町,194680.0,28058.0,6.938484567681232
3348,2015年度,44-342,,山香町,,,
3349,2015年度,44-361,,野津原町,,,
3350,2015年度,44-362,,挾間町,,,
3351,2015年度,44-363,,庄内町,,,
3352,2015年度,44-364,,湯布院町,,,
3353,2015年度,44-381,,佐賀関町,,,
3354,2015年度,44-401,,上浦町,,,
3355,2015年度,44-402,,弥生町,,,
3356,2015年度,44-403,,本匠村,,,
3357,2015年度,44-404,,宇目町,,,
3358,2015年度,44-405,,直川村,,,
3359,2015年度,44-406,,鶴見町,,,
3360,2015年度,44-407,,米水津村,,,
3361,2015年度,44-408,,蒲江町,,,
3362,2015年度,44-421,,野津町,,,
3363,2015年度,44-422,,三重町,,,
3364,2015年度,44-423,,清川村,,,
3365,2015年度,44-424,,緒方町,,,
3366,2015年度,44-425,,朝地町,,,
3367,2015年度,44-426,,大野町,,,
3368,2015年度,44-427,,千歳村,,,
3369,2015年度,44-428,,犬飼町,,,
3370,2015年度,44-441,,荻町,,,
3371,2015年度,44-442,,久住町,,,
3372,2015年度,44-443,,直入町,,,
3373,2015年度,44-461,大分県,九重町,40764.0,9645.0,4.226438569206843
3374,2015年度,44-462,大分県,玖珠町,159572.0,15823.0,10.084813246539847
3375,2015年度,44-481,,前津江村,,,
3376,2015年度,44-482,,中津江村,,,
3377,2015年度,44-483,,上津江村,,,
3378,2015年度,44-484,,大山町,,,
3379,2015年度,44-485,,天瀬町,,,
3380,2015年度,44-501,,三光村,,,
3381,2015年度,44-502,,本耶馬溪町,,,
3382,2015年度,44-503,,耶馬渓町,,,
3383,2015年度,44-504,,山国町,,,
3384,2015年度,44-521,,院内町,,,
3385,2015年度,44-522,,安心院町,,,
3386,2015年度,45-201,宮崎県,宮崎市,2996684.0,401138.0,7.470456551112086
3387,2015年度,45-202,宮崎県,都城市,1395319.0,165029.0,8.454992758848444
3388,2015年度,45-203,宮崎県,延岡市,923178.0,125159.0,7.3760416749894135
3389,2015年度,45-204,宮崎県,日南市,377773.0,54090.0,6.984156036235903
3390,2015年度,45-205,宮崎県,小林市,386877.0,46221.0,8.3701564224054
3391,2015年度,45-206,宮崎県,日向市,506163.0,61761.0,8.195511730703842
3392,2015年度,45-207,宮崎県,串間市,119451.0,18779.0,6.360881836093509
3393,2015年度,45-208,宮崎県,西都市,253033.0,30683.0,8.246683831437604
3394,2015年度,45-209,宮崎県,えびの市,138440.0,19538.0,7.085679189272187
3395,2015年度,45-301,,清武町,,,
3396,2015年度,45-302,,田野町,,,
3397,2015年度,45-303,,佐土原町,,,
3398,2015年度,45-321,,北郷町,,,
3399,2015年度,45-322,,南郷町,,,
3400,2015年度,45-341,宮崎県,三股町,137440.0,25404.0,5.41017162651551
3401,2015年度,45-342,,山之口町,,,
3402,2015年度,45-343,,高城町,,,
3403,2015年度,45-344,,山田町,,,
3404,2015年度,45-345,,高崎町,,,
3405,2015年度,45-361,宮崎県,高原町,46084.0,9300.0,4.955268817204301
3406,2015年度,45-362,,野尻町,,,
3407,2015年度,45-363,,須木村,,,
3408,2015年度,45-381,,高岡町,,,
3409,2015年度,45-382,宮崎県,国富町,122295.0,19606.0,6.237631337345711
3410,2015年度,45-383,宮崎県,綾町,37372.0,7345.0,5.088087134104833
3411,2015年度,45-401,宮崎県,高鍋町,170590.0,21025.0,8.113674197384066
3412,2015年度,45-402,宮崎県,新富町,93792.0,17373.0,5.398722155068209
3413,2015年度,45-403,宮崎県,西米良村,3608.0,1089.0,3.313131313131313
3414,2015年度,45-404,宮崎県,木城町,23996.0,5231.0,4.587268208755496
3415,2015年度,45-405,宮崎県,川南町,114729.0,16109.0,7.12204357812403
3416,2015年度,45-406,宮崎県,都農町,74000.0,10391.0,7.121547493022808
3417,2015年度,45-421,宮崎県,門川町,143607.0,18183.0,7.897871638343507
3418,2015年度,45-422,,東郷町,,,
3419,2015年度,45-423,,南郷村,,,
3420,2015年度,45-424,,西郷村,,,
3421,2015年度,45-425,,北郷村,,,
3422,2015年度,45-426,,北方町,,,
3423,2015年度,45-427,,北川町,,,
3424,2015年度,45-428,,北浦町,,,
3425,2015年度,45-429,宮崎県,諸塚村,7985.0,1739.0,4.591719378953422
3426,2015年度,45-430,宮崎県,椎葉村,9579.0,2808.0,3.411324786324786
3427,2015年度,45-431,宮崎県,美郷町,22557.0,5480.0,4.116240875912409
3428,2015年度,45-441,宮崎県,高千穂町,86063.0,12755.0,6.747393179145433
3429,2015年度,45-442,宮崎県,日之影町,26020.0,3946.0,6.594019260010137
3430,2015年度,45-443,宮崎県,五ヶ瀬町,13128.0,3887.0,3.37741188577309
3431,2015年度,46-201,鹿児島県,鹿児島市,4123068.0,599814.0,6.873910912382839
3432,2015年度,46-202,,川内市,,,
3433,2015年度,46-203,鹿児島県,鹿屋市,776948.0,103608.0,7.498919002393637
3434,2015年度,46-204,鹿児島県,枕崎市,160722.0,22046.0,7.2903020956182525
3435,2015年度,46-205,,串木野市,,,
3436,2015年度,46-206,鹿児島県,阿久根市,197869.0,21198.0,9.334323992829512
3437,2015年度,46-207,,名瀬市,,,
3438,2015年度,46-208,鹿児島県,出水市,370872.0,53758.0,6.898917370437888
3439,2015年度,46-209,,大口市,,,
3440,2015年度,46-210,鹿児島県,指宿市,290028.0,41831.0,6.933326958475772
3441,2015年度,46-211,,加世田市,,,
3442,2015年度,46-212,,国分市,,,
3443,2015年度,46-213,鹿児島県,西之表市,135975.0,15967.0,8.516001753616834
3444,2015年度,46-214,鹿児島県,垂水市,112456.0,15520.0,7.245876288659794
3445,2015年度,46-215,鹿児島県,薩摩川内市,657992.0,96076.0,6.8486614763312375
3446,2015年度,46-216,鹿児島県,日置市,259935.0,49249.0,5.277975187313448
3447,2015年度,46-217,鹿児島県,曽於市,194861.0,36557.0,5.3303334518696825
3448,2015年度,46-218,鹿児島県,霧島市,889162.0,125857.0,7.064859324471424
3449,2015年度,46-219,鹿児島県,いちき串木野市,166826.0,29282.0,5.697220135236664
3450,2015年度,46-220,鹿児島県,南さつま市,205618.0,35439.0,5.802026016535455
3451,2015年度,46-221,鹿児島県,志布志市,331263.0,31479.0,10.523301248451348
3452,2015年度,46-222,鹿児島県,奄美市,378764.0,43156.0,8.776624339605153
3453,2015年度,46-223,鹿児島県,南九州市,233698.0,36352.0,6.428752200704225
3454,2015年度,46-224,鹿児島県,伊佐市,185095.0,26810.0,6.9039537486012685
3455,2015年度,46-225,鹿児島県,姶良市,453559.0,75173.0,6.033535977013023
3456,2015年度,46-301,,吉田町,,,
3457,2015年度,46-302,,桜島町,,,
3458,2015年度,46-303,鹿児島県,三島村,1776.0,407.0,4.363636363636363
3459,2015年度,46-304,鹿児島県,十島村,2975.0,756.0,3.935185185185185
3460,2015年度,46-321,,喜入町,,,
3461,2015年度,46-322,,山川町,,,
3462,2015年度,46-323,,頴娃町,,,
3463,2015年度,46-324,,開聞町,,,
3464,2015年度,46-341,,笠沙町,,,
3465,2015年度,46-342,,大浦町,,,
3466,2015年度,46-343,,坊津町,,,
3467,2015年度,46-344,,知覧町,,,
3468,2015年度,46-345,,川辺町,,,
3469,2015年度,46-361,,市来町,,,
3470,2015年度,46-362,,東市来町,,,
3471,2015年度,46-363,,伊集院町,,,
3472,2015年度,46-364,,松元町,,,
3473,2015年度,46-365,,郡山町,,,
3474,2015年度,46-366,,日吉町,,,
3475,2015年度,46-367,,吹上町,,,
3476,2015年度,46-368,,金峰町,,,
3477,2015年度,46-381,,樋脇町,,,
3478,2015年度,46-382,,入来町,,,
3479,2015年度,46-383,,東郷町,,,
3480,2015年度,46-384,,宮之城町,,,
3481,2015年度,46-385,,鶴田町,,,
3482,2015年度,46-386,,薩摩町,,,
3483,2015年度,46-387,,祁答院町,,,
3484,2015年度,46-388,,里村,,,
3485,2015年度,46-389,,上甑村,,,
3486,2015年度,46-390,,下甑村,,,
3487,2015年度,46-391,,鹿島村,,,
3488,2015年度,46-392,鹿児島県,さつま町,153825.0,22400.0,6.8671875
3489,2015年度,46-401,,野田町,,,
3490,2015年度,46-402,,高尾野町,,,
3491,2015年度,46-403,,東町,,,
3492,2015年度,46-404,鹿児島県,長島町,64353.0,10431.0,6.169398907103825
3493,2015年度,46-421,,菱刈町,,,
3494,2015年度,46-441,,加治木町,,,
3495,2015年度,46-442,,姶良町,,,
3496,2015年度,46-443,,蒲生町,,,
3497,2015年度,46-444,,溝辺町,,,
3498,2015年度,46-445,,横川町,,,
3499,2015年度,46-446,,栗野町,,,
3500,2015年度,46-447,,吉松町,,,
3501,2015年度,46-448,,牧園町,,,
3502,2015年度,46-449,,霧島町,,,
3503,2015年度,46-450,,隼人町,,,
3504,2015年度,46-451,,福山町,,,
3505,2015年度,46-452,鹿児島県,湧水町,59580.0,10327.0,5.769342500242084
3506,2015年度,46-461,,大隅町,,,
3507,2015年度,46-462,,輝北町,,,
3508,2015年度,46-463,,財部町,,,
3509,2015年度,46-464,,末吉町,,,
3510,2015年度,46-465,,松山町,,,
3511,2015年度,46-466,,志布志町,,,
3512,2015年度,46-467,,有明町,,,
3513,2015年度,46-468,鹿児島県,大崎町,85985.0,13241.0,6.493844875764671
3514,2015年度,46-481,,串良町,,,
3515,2015年度,46-482,鹿児島県,東串良町,48630.0,6530.0,7.447166921898928
3516,2015年度,46-483,,内之浦町,,,
3517,2015年度,46-484,,高山町,,,
3518,2015年度,46-485,,吾平町,,,
3519,2015年度,46-486,,大根占町,,,
3520,2015年度,46-487,,根占町,,,
3521,2015年度,46-488,,田代町,,,
3522,2015年度,46-489,,佐多町,,,
3523,2015年度,46-490,鹿児島県,錦江町,71511.0,7923.0,9.025747822794395
3524,2015年度,46-491,鹿児島県,南大隅町,43237.0,7542.0,5.732829488199417
3525,2015年度,46-492,鹿児島県,肝付町,137880.0,15664.0,8.802349336057201
3526,2015年度,46-501,鹿児島県,中種子町,72676.0,8135.0,8.933743085433314
3527,2015年度,46-502,鹿児島県,南種子町,49296.0,5745.0,8.580678851174934
3528,2015年度,46-503,,上屋久町,,,
3529,2015年度,46-504,,屋久町,,,
3530,2015年度,46-505,鹿児島県,屋久島町,100915.0,12913.0,7.8149926430728724
3531,2015年度,46-523,鹿児島県,大和村,5702.0,1530.0,3.726797385620915
3532,2015年度,46-524,鹿児島県,宇検村,17352.0,1722.0,10.076655052264808
3533,2015年度,46-525,鹿児島県,瀬戸内町,78792.0,9042.0,8.714001327140013
3534,2015年度,46-526,,住用村,,,
3535,2015年度,46-527,鹿児島県,龍郷町,49834.0,5806.0,8.583189803651395
3536,2015年度,46-528,,笠利町,,,
3537,2015年度,46-529,鹿児島県,喜界町,65906.0,7212.0,9.138380476982807
3538,2015年度,46-530,鹿児島県,徳之島町,122240.0,11160.0,10.953405017921147
3539,2015年度,46-531,鹿児島県,天城町,63612.0,5975.0,10.646359832635984
3540,2015年度,46-532,鹿児島県,伊仙町,50365.0,6362.0,7.916535680603584
3541,2015年度,46-533,鹿児島県,和泊町,69677.0,6783.0,10.272298393041426
3542,2015年度,46-534,鹿児島県,知名町,53855.0,6213.0,8.668115242234025
3543,2015年度,46-535,鹿児島県,与論町,40167.0,5186.0,7.74527574238334
3544,2015年度,47-201,沖縄県,那覇市,3692139.0,319435.0,11.55834207272215
