,年度次,ID,都道府县,市町村,現年課税,人口数量,人均烟税
501,2015年度,05-428,,南外村,,,
502,2015年度,05-429,,仙北町,,,
503,2015年度,05-430,,西木村,,,
504,2015年度,05-431,,太田町,,,
505,2015年度,05-432,,千畑町,,,
506,2015年度,05-433,,仙南村,,,
507,2015年度,05-434,秋田県,美郷町,109712.0,20279.0,5.410128704571231
508,2015年度,05-441,,増田町,,,
509,2015年度,05-442,,平鹿町,,,
510,2015年度,05-443,,雄物川町,,,
511,2015年度,05-444,,大森町,,,
512,2015年度,05-445,,十文字町,,,
513,2015年度,05-446,,山内村,,,
514,2015年度,05-447,,大雄村,,,
515,2015年度,05-461,,稲川町,,,
516,2015年度,05-462,,雄勝町,,,
517,2015年度,05-463,秋田県,羽後町,76524.0,15319.0,4.99536523271754
518,2015年度,05-464,秋田県,東成瀬村,16453.0,2610.0,6.303831417624521
519,2015年度,05-465,,皆瀬村,,,
520,2015年度,06-201,山形県,山形市,1573462.0,253832.0,6.198832298528161
521,2015年度,06-202,山形県,米沢市,639054.0,85953.0,7.434923737391365
522,2015年度,06-203,山形県,鶴岡市,852596.0,129652.0,6.576034307222411
523,2015年度,06-204,山形県,酒田市,711985.0,106244.0,6.701413726892813
524,2015年度,06-205,山形県,新庄市,374964.0,36894.0,10.163278581883233
525,2015年度,06-206,山形県,寒河江市,292168.0,41256.0,7.0818305216210975
526,2015年度,06-207,山形県,上山市,183904.0,31569.0,5.825461687098103
527,2015年度,06-208,山形県,村山市,153013.0,24684.0,6.198873764381786
528,2015年度,06-209,山形県,長井市,208829.0,27757.0,7.52347155672443
529,2015年度,06-210,山形県,天童市,492761.0,62194.0,7.922966845676432
530,2015年度,06-211,山形県,東根市,320554.0,47768.0,6.7106431083570595
531,2015年度,06-212,山形県,尾花沢市,156933.0,16953.0,9.256945673332154
532,2015年度,06-213,山形県,南陽市,237468.0,32285.0,7.355366269165247
533,2015年度,06-301,山形県,山辺町,57360.0,14369.0,3.991927065209827
534,2015年度,06-302,山形県,中山町,81178.0,11363.0,7.144064067587785
535,2015年度,06-321,山形県,河北町,120645.0,18952.0,6.365818910932883
536,2015年度,06-322,山形県,西川町,25827.0,5636.0,4.582505322924059
537,2015年度,06-323,山形県,朝日町,37956.0,7119.0,5.33164770332912
538,2015年度,06-324,山形県,大江町,45880.0,8472.0,5.415486307837583
539,2015年度,06-341,山形県,大石田町,18293.0,7357.0,2.48647546554302
540,2015年度,06-361,山形県,金山町,32577.0,5829.0,5.588780236747298
541,2015年度,06-362,山形県,最上町,59668.0,8902.0,6.7027634239496745
542,2015年度,06-363,山形県,舟形町,19701.0,5631.0,3.4986680873734683
543,2015年度,06-364,山形県,真室川町,44205.0,8137.0,5.43259186432346
544,2015年度,06-365,山形県,大蔵村,12601.0,3412.0,3.693141852286049
545,2015年度,06-366,山形県,鮭川村,13993.0,4317.0,3.2413713226777854
546,2015年度,06-367,山形県,戸沢村,25895.0,4773.0,5.425309029960193
547,2015年度,06-381,山形県,高畠町,178012.0,23882.0,7.453814588392932
548,2015年度,06-382,山形県,川西町,116211.0,15751.0,7.378007745539966
549,2015年度,06-401,山形県,小国町,51641.0,7868.0,6.563421453990849
550,2015年度,06-402,山形県,白鷹町,70474.0,14175.0,4.971710758377425
551,2015年度,06-403,山形県,飯豊町,32920.0,7304.0,4.507119386637459
552,2015年度,06-421,,立川町,,,
553,2015年度,06-422,,余目町,,,
554,2015年度,06-423,,藤島町,,,
555,2015年度,06-424,,羽黒町,,,
556,2015年度,06-425,,櫛引町,,,
557,2015年度,06-426,山形県,三川町,83736.0,7728.0,10.835403726708075
558,2015年度,06-427,,朝日村,,,
559,2015年度,06-428,山形県,庄内町,124365.0,21666.0,5.740099695375243
560,2015年度,06-441,,温海町,,,
561,2015年度,06-461,山形県,遊佐町,64174.0,14207.0,4.517069050468079
562,2015年度,06-462,,八幡町,,,
563,2015年度,06-463,,松山町,,,
564,2015年度,06-464,,平田町,,,
565,2015年度,07-201,福島県,福島市,2355520.0,294247.0,8.005247292240872
566,2015年度,07-202,福島県,会津若松市,1039501.0,124062.0,8.378883139075624
567,2015年度,07-203,福島県,郡山市,3357634.0,335444.0,10.009521708541515
568,2015年度,07-204,福島県,いわき市,3252875.0,350237.0,9.287639512672847
569,2015年度,07-205,福島県,白河市,600767.0,61913.0,9.703406392841568
570,2015年度,07-206,,原町市,,,
571,2015年度,07-207,福島県,須賀川市,632183.0,77441.0,8.16341472863212
572,2015年度,07-208,福島県,喜多方市,355632.0,49377.0,7.20238167567896
573,2015年度,07-209,福島県,相馬市,402753.0,38556.0,10.445922813569872
574,2015年度,07-210,福島県,二本松市,418494.0,58162.0,7.195316529692927
575,2015年度,07-211,福島県,田村市,317002.0,38503.0,8.233176635586837
576,2015年度,07-212,福島県,南相馬市,709368.0,57797.0,12.273439797913387
577,2015年度,07-213,福島県,伊達市,392204.0,62400.0,6.285320512820513
578,2015年度,07-214,福島県,本宮市,281787.0,30924.0,9.112242918121847
579,2015年度,07-301,福島県,桑折町,79524.0,12271.0,6.48064542417081
580,2015年度,07-302,,伊達町,,,
581,2015年度,07-303,福島県,国見町,68450.0,9512.0,7.196173254835997
582,2015年度,07-304,,梁川町,,,
583,2015年度,07-305,,保原町,,,
584,2015年度,07-306,,霊山町,,,
585,2015年度,07-307,,月舘町,,,
586,2015年度,07-308,福島県,川俣町,114620.0,14452.0,7.931082203155273
587,2015年度,07-309,,飯野町,,,
588,2015年度,07-321,,安達町,,,
589,2015年度,07-322,福島県,大玉村,89740.0,8679.0,10.339900910243115
590,2015年度,07-323,,本宮町,,,
591,2015年度,07-324,,白沢村,,,
592,2015年度,07-325,,岩代町,,,
593,2015年度,07-326,,東和町,,,
594,2015年度,07-341,,長沼町,,,
595,2015年度,07-342,福島県,鏡石町,88302.0,12486.0,7.072080730418068
596,2015年度,07-343,,岩瀬村,,,
597,2015年度,07-344,福島県,天栄村,36492.0,5611.0,6.503653537693816
598,2015年度,07-361,,田島町,,,
599,2015年度,07-362,福島県,下郷町,47175.0,5800.0,8.133620689655173
600,2015年度,07-363,,舘岩村,,,
601,2015年度,07-364,福島県,檜枝岐村,1590.0,615.0,2.5853658536585367
602,2015年度,07-365,,伊南村,,,
603,2015年度,07-366,,南郷村,,,
604,2015年度,07-367,福島県,只見町,25929.0,4470.0,5.800671140939597
605,2015年度,07-368,福島県,南会津町,127231.0,16264.0,7.822860304968027
606,2015年度,07-381,,北会津村,,,
607,2015年度,07-401,,熱塩加納村,,,
608,2015年度,07-402,福島県,北塩原村,14502.0,2831.0,5.122571529494878
609,2015年度,07-403,,塩川町,,,
610,2015年度,07-404,,山都町,,,
611,2015年度,07-405,福島県,西会津町,42887.0,6582.0,6.51580066848982
612,2015年度,07-406,,高郷村,,,
613,2015年度,07-407,福島県,磐梯町,23281.0,3579.0,6.504889633975971
614,2015年度,07-408,福島県,猪苗代町,132634.0,15037.0,8.8205094101217
615,2015年度,07-421,福島県,会津坂下町,176796.0,16303.0,10.844384469116113
616,2015年度,07-422,福島県,湯川村,28884.0,3206.0,9.009357454772301
617,2015年度,07-423,福島県,柳津町,23633.0,3536.0,6.6835407239819
618,2015年度,07-424,,河東町,,,
619,2015年度,07-441,,会津高田町,,,
620,2015年度,07-442,,会津本郷町,,,
621,2015年度,07-443,,新鶴村,,,
622,2015年度,07-444,福島県,三島町,5436.0,1668.0,3.258992805755396
623,2015年度,07-445,福島県,金山町,9792.0,2189.0,4.473275468250343
624,2015年度,07-446,福島県,昭和村,5145.0,1322.0,3.8918305597579423
625,2015年度,07-447,福島県,会津美里町,99903.0,20913.0,4.777076459618419
626,2015年度,07-461,福島県,西郷村,175204.0,20322.0,8.621395531935834
627,2015年度,07-462,,表郷村,,,
628,2015年度,07-463,,東村,,,
629,2015年度,07-464,福島県,泉崎村,70890.0,6495.0,10.914549653579677
630,2015年度,07-465,福島県,中島村,23764.0,5001.0,4.751849630073985
631,2015年度,07-466,福島県,矢吹町,190876.0,17370.0,10.988831318364998
632,2015年度,07-467,,大信村,,,
633,2015年度,07-481,福島県,棚倉町,157042.0,14295.0,10.985799230500175
634,2015年度,07-482,福島県,矢祭町,39745.0,5950.0,6.6798319327731095
635,2015年度,07-483,福島県,塙町,49573.0,9157.0,5.413672600196571
636,2015年度,07-484,福島県,鮫川村,6758.0,3577.0,1.889292703382723
637,2015年度,07-485,,古殿町,,,
638,2015年度,07-501,福島県,石川町,119911.0,15880.0,7.551070528967254
639,2015年度,07-502,福島県,玉川村,70959.0,6777.0,10.470562195661797
640,2015年度,07-503,福島県,平田村,44259.0,6505.0,6.8038431975403535
641,2015年度,07-504,福島県,浅川町,45267.0,6577.0,6.882621255891744
642,2015年度,07-505,福島県,古殿町,32214.0,5373.0,5.995533221663875
643,2015年度,07-521,福島県,三春町,100500.0,18304.0,5.490603146853147
644,2015年度,07-522,福島県,小野町,96684.0,10475.0,9.229976133651551
645,2015年度,07-523,,滝根町,,,
646,2015年度,07-524,,大越町,,,
647,2015年度,07-525,,都路村,,,
648,2015年度,07-526,,常葉町,,,
649,2015年度,07-527,,船引町,,,
650,2015年度,07-541,福島県,広野町,63132.0,4319.0,14.617272516786294
651,2015年度,07-542,福島県,楢葉町,58309.0,975.0,59.804102564102564
652,2015年度,07-543,福島県,富岡町,14744.0,0.0,inf
653,2015年度,07-544,福島県,川内村,21121.0,2021.0,10.450766947055913
654,2015年度,07-545,福島県,大熊町,0.0,0.0,
655,2015年度,07-546,福島県,双葉町,0.0,0.0,
656,2015年度,07-547,福島県,浪江町,54073.0,0.0,inf
657,2015年度,07-548,福島県,葛尾村,827.0,18.0,45.94444444444444
658,2015年度,07-561,福島県,新地町,63120.0,8218.0,7.6807009004624
659,2015年度,07-562,,鹿島町,,,
660,2015年度,07-563,,小高町,,,
661,2015年度,07-564,福島県,飯舘村,7016.0,41.0,171.1219512195122
662,2015年度,08-201,茨城県,水戸市,2185962.0,270783.0,8.0727445962265
663,2015年度,08-202,茨城県,日立市,1346535.0,185054.0,7.276443632669383
664,2015年度,08-203,茨城県,土浦市,1352313.0,140804.0,9.60422289139513
665,2015年度,08-204,茨城県,古河市,1205200.0,140946.0,8.550792502093
666,2015年度,08-205,茨城県,石岡市,591448.0,76020.0,7.780163114969745
667,2015年度,08-206,,下館市,,,
668,2015年度,08-207,茨城県,結城市,445057.0,51594.0,8.626138698298252
669,2015年度,08-208,茨城県,龍ケ崎市,564765.0,78342.0,7.208968369456996
670,2015年度,08-209,,那珂湊市,,,
671,2015年度,08-210,茨城県,下妻市,376803.0,43293.0,8.703554847203936
672,2015年度,08-211,茨城県,常総市,565554.0,61483.0,9.198542686596294
673,2015年度,08-212,茨城県,常陸太田市,284392.0,52294.0,5.438329445060619
674,2015年度,08-213,,勝田市,,,
675,2015年度,08-214,茨城県,高萩市,248561.0,29638.0,8.386564545515892
676,2015年度,08-215,茨城県,北茨城市,374786.0,44412.0,8.43884535711069
677,2015年度,08-216,茨城県,笠間市,569371.0,76739.0,7.419578050274306
678,2015年度,08-217,茨城県,取手市,623246.0,106570.0,5.8482312095336395
679,2015年度,08-218,,岩井市,,,
680,2015年度,08-219,茨城県,牛久市,537907.0,84317.0,6.379579444240189
681,2015年度,08-220,茨城県,つくば市,1568932.0,226963.0,6.912721456801329
682,2015年度,08-221,茨城県,ひたちなか市,1232548.0,155689.0,7.916731432535375
683,2015年度,08-222,茨城県,鹿嶋市,805132.0,67879.0,11.861282576349092
684,2015年度,08-223,茨城県,潮来市,239138.0,29111.0,8.214695475936932
685,2015年度,08-224,茨城県,守谷市,417272.0,64753.0,6.444056646024123
686,2015年度,08-225,茨城県,常陸大宮市,285729.0,42587.0,6.709300960386972
687,2015年度,08-226,茨城県,那珂市,405651.0,54276.0,7.4738558478885695
688,2015年度,08-227,茨城県,筑西市,831767.0,104573.0,7.953936484561025
689,2015年度,08-228,茨城県,坂東市,482226.0,54087.0,8.915746852293527
690,2015年度,08-229,茨城県,稲敷市,378605.0,42810.0,8.843844896052325
691,2015年度,08-230,茨城県,かすみがうら市,319288.0,42147.0,7.575580705625549
692,2015年度,08-231,茨城県,桜川市,322529.0,42632.0,7.565420341527491
693,2015年度,08-232,茨城県,神栖市,1111099.0,94522.0,11.754924779416433
694,2015年度,08-233,茨城県,行方市,275975.0,34909.0,7.905554441548025
695,2015年度,08-234,茨城県,鉾田市,421861.0,48147.0,8.761937400045694
696,2015年度,08-235,茨城県,つくばみらい市,313563.0,49136.0,6.381532888309997
697,2015年度,08-236,茨城県,小美玉市,399826.0,50911.0,7.853430496356387
698,2015年度,08-301,,常澄村,,,
699,2015年度,08-302,茨城県,茨城町,303272.0,32921.0,9.212113848303515
700,2015年度,08-303,,小川町,,,
701,2015年度,08-304,,美野里町,,,
702,2015年度,08-305,,内原町,,,
703,2015年度,08-306,,常北町,,,
704,2015年度,08-307,,桂村,,,
705,2015年度,08-308,,御前山村,,,
706,2015年度,08-309,茨城県,大洗町,129741.0,16886.0,7.683347151486439
707,2015年度,08-310,茨城県,城里町,137019.0,19800.0,6.920151515151515
708,2015年度,08-321,,友部町,,,
709,2015年度,08-322,,岩間町,,,
710,2015年度,08-323,,七会村,,,
711,2015年度,08-324,,岩瀬町,,,
712,2015年度,08-341,茨城県,東海村,243520.0,37713.0,6.457189828441121
713,2015年度,08-342,,那珂町,,,
714,2015年度,08-343,,瓜連町,,,
715,2015年度,08-344,,大宮町,,,
716,2015年度,08-345,,山方町,,,
717,2015年度,08-346,,美和村,,,
718,2015年度,08-347,,緒川村,,,
719,2015年度,08-361,,金砂郷町,,,
720,2015年度,08-362,,水府村,,,
721,2015年度,08-363,,里美村,,,
722,2015年度,08-364,茨城県,大子町,111913.0,18053.0,6.199135877693458
723,2015年度,08-381,,十王町,,,
724,2015年度,08-401,,旭村,,,
725,2015年度,08-402,,鉾田町,,,
726,2015年度,08-403,,大洋村,,,
727,2015年度,08-404,,大野村,,,
728,2015年度,08-405,,鹿島町,,,
729,2015年度,08-406,,神栖町,,,
730,2015年度,08-407,,波崎町,,,
731,2015年度,08-421,,麻生町,,,
732,2015年度,08-422,,牛堀町,,,
733,2015年度,08-423,,潮来町,,,
734,2015年度,08-424,,北浦町,,,
735,2015年度,08-425,,玉造町,,,
736,2015年度,08-441,,江戸崎町,,,
737,2015年度,08-442,茨城県,美浦村,103224.0,15842.0,6.515843959096074
738,2015年度,08-443,茨城県,阿見町,410983.0,47535.0,8.645903018828232
739,2015年度,08-445,,茎崎町,,,
740,2015年度,08-446,,新利根町,,,
741,2015年度,08-447,茨城県,河内町,56359.0,9168.0,6.147360383944154
742,2015年度,08-448,,桜川村,,,
