,调查年份,地域数字ID,都道府县,市町村,人口数量,人口数量男,人口数量女
63,2015年度,01-391,北海道,島牧村,1499,734.0,765.0
64,2015年度,01-392,北海道,寿都町,3137,1528.0,1609.0
65,2015年度,01-393,北海道,黒松内町,3082,1415.0,1667.0
66,2015年度,01-394,北海道,蘭越町,4843,2322.0,2521.0
67,2015年度,01-395,北海道,ニセコ町,4958,2512.0,2446.0
68,2015年度,01-396,北海道,真狩村,2103,1037.0,1066.0
69,2015年度,01-397,北海道,留寿都村,1907,951.0,956.0
70,2015年度,01-398,北海道,喜茂別町,2294,1171.0,1123.0
71,2015年度,01-399,北海道,京極町,3187,1553.0,1634.0
72,2015年度,01-400,北海道,倶知安町,15018,7538.0,7480.0
73,2015年度,01-401,北海道,共和町,6224,3243.0,2981.0
74,2015年度,01-402,北海道,岩内町,13042,6174.0,6868.0
75,2015年度,01-403,北海道,泊村,1771,888.0,883.0
76,2015年度,01-404,北海道,神恵内村,1004,462.0,542.0
77,2015年度,01-405,北海道,積丹町,2115,1004.0,1111.0
78,2015年度,01-406,北海道,古平町,3188,1518.0,1670.0
79,2015年度,01-407,北海道,仁木町,3498,1625.0,1873.0
80,2015年度,01-408,北海道,余市町,19607,9063.0,10544.0
81,2015年度,01-409,北海道,赤井川村,1121,566.0,555.0
82,2015年度,01-423,北海道,南幌町,7927,3739.0,4188.0
83,2015年度,01-424,北海道,奈井江町,5674,2659.0,3015.0
84,2015年度,01-425,北海道,上砂川町,3479,1575.0,1904.0
85,2015年度,01-427,北海道,由仁町,5314,2536.0,2778.0
86,2015年度,01-428,北海道,長沼町,11076,5293.0,5783.0
87,2015年度,01-429,北海道,栗山町,12344,5740.0,6604.0
88,2015年度,01-430,北海道,月形町,4577,2841.0,1736.0
89,2015年度,01-431,北海道,浦臼町,1985,956.0,1029.0
90,2015年度,01-432,北海道,新十津川町,6831,3096.0,3735.0
91,2015年度,01-433,北海道,妹背牛町,3091,1451.0,1640.0
92,2015年度,01-434,北海道,秩父別町,2513,1177.0,1336.0
93,2015年度,01-436,北海道,雨竜町,2749,1323.0,1426.0
94,2015年度,01-437,北海道,北竜町,1981,938.0,1043.0
95,2015年度,01-438,北海道,沼田町,3181,1501.0,1680.0
96,2015年度,01-452,北海道,鷹栖町,7018,3309.0,3709.0
97,2015年度,01-453,北海道,東神楽町,10233,4772.0,5461.0
98,2015年度,01-454,北海道,当麻町,6689,3076.0,3613.0
99,2015年度,01-455,北海道,比布町,3777,1787.0,1990.0
100,2015年度,01-456,北海道,愛別町,2976,1393.0,1583.0
101,2015年度,01-457,北海道,上川町,4044,1936.0,2108.0
102,2015年度,01-458,北海道,東川町,8111,3719.0,4392.0
103,2015年度,01-459,北海道,美瑛町,10292,4826.0,5466.0
104,2015年度,01-460,北海道,上富良野町,10826,5442.0,5384.0
105,2015年度,01-461,北海道,中富良野町,5069,2405.0,2664.0
106,2015年度,01-462,北海道,南富良野町,2555,1273.0,1282.0
107,2015年度,01-463,北海道,占冠村,1211,604.0,607.0
108,2015年度,01-464,北海道,和寒町,3596,1656.0,1940.0
109,2015年度,01-465,北海道,剣淵町,3228,1567.0,1661.0
110,2015年度,01-468,北海道,下川町,3547,1718.0,1829.0
111,2015年度,01-469,北海道,美深町,4659,2287.0,2372.0
112,2015年度,01-470,北海道,音威子府村,832,435.0,397.0
113,2015年度,01-471,北海道,中川町,1767,938.0,829.0
114,2015年度,01-472,北海道,幌加内町,1525,754.0,771.0
115,2015年度,01-481,北海道,増毛町,4497,2024.0,2473.0
116,2015年度,01-482,北海道,小平町,3336,1585.0,1751.0
117,2015年度,01-483,北海道,苫前町,3265,1549.0,1716.0
118,2015年度,01-484,北海道,羽幌町,7327,3490.0,3837.0
119,2015年度,01-485,北海道,初山別村,1217,578.0,639.0
120,2015年度,01-486,北海道,遠別町,2806,1368.0,1438.0
121,2015年度,01-487,北海道,天塩町,3243,1643.0,1600.0
122,2015年度,01-511,北海道,猿払村,2684,1282.0,1402.0
123,2015年度,01-512,北海道,浜頓別町,3881,1871.0,2010.0
124,2015年度,01-513,北海道,中頓別町,1757,869.0,888.0
125,2015年度,01-514,北海道,枝幸町,8437,3983.0,4454.0
126,2015年度,01-516,北海道,豊富町,4054,2037.0,2017.0
127,2015年度,01-517,北海道,礼文町,2773,1398.0,1375.0
128,2015年度,01-518,北海道,利尻町,2303,1122.0,1181.0
129,2015年度,01-519,北海道,利尻富士町,2787,1321.0,1466.0
130,2015年度,01-520,北海道,幌延町,2447,1279.0,1168.0
131,2015年度,01-543,北海道,美幌町,20296,9763.0,10533.0
132,2015年度,01-544,北海道,津別町,5008,2427.0,2581.0
133,2015年度,01-545,北海道,斜里町,12231,6113.0,6118.0
134,2015年度,01-546,北海道,清里町,4221,2049.0,2172.0
135,2015年度,01-547,北海道,小清水町,5085,2414.0,2671.0
136,2015年度,01-549,北海道,訓子府町,5100,2412.0,2688.0
137,2015年度,01-550,北海道,置戸町,3092,1424.0,1668.0
138,2015年度,01-552,北海道,佐呂間町,5362,2498.0,2864.0
139,2015年度,01-555,北海道,遠軽町,20873,10081.0,10792.0
140,2015年度,01-559,北海道,湧別町,9231,4378.0,4853.0
141,2015年度,01-560,北海道,滝上町,2721,1292.0,1429.0
142,2015年度,01-561,北海道,興部町,3909,1895.0,2014.0
143,2015年度,01-562,北海道,西興部村,1116,542.0,574.0
144,2015年度,01-563,北海道,雄武町,4525,2136.0,2389.0
145,2015年度,01-564,北海道,大空町,7360,3552.0,3808.0
146,2015年度,01-571,北海道,豊浦町,4291,2000.0,2291.0
147,2015年度,01-575,北海道,壮瞥町,2922,1370.0,1552.0
148,2015年度,01-578,北海道,白老町,17740,8489.0,9251.0
149,2015年度,01-581,北海道,厚真町,4838,2482.0,2356.0
150,2015年度,01-584,北海道,洞爺湖町,9299,4280.0,5019.0
151,2015年度,01-585,北海道,安平町,8148,4049.0,4099.0
152,2015年度,01-586,北海道,むかわ町,8596,4211.0,4385.0
153,2015年度,01-601,北海道,日高町,12378,6174.0,6204.0
154,2015年度,01-602,北海道,平取町,5315,2630.0,2685.0
155,2015年度,01-604,北海道,新冠町,5592,2717.0,2875.0
156,2015年度,01-607,北海道,浦河町,13075,6368.0,6707.0
157,2015年度,01-608,北海道,様似町,4518,2139.0,2379.0
158,2015年度,01-609,北海道,えりも町,4906,2449.0,2457.0
159,2015年度,01-610,北海道,新ひだか町,23231,11188.0,12043.0
160,2015年度,01-631,北海道,音更町,44807,21080.0,23727.0
161,2015年度,01-632,北海道,士幌町,6132,2939.0,3193.0
162,2015年度,01-633,北海道,上士幌町,4765,2300.0,2465.0
163,2015年度,01-634,北海道,鹿追町,5542,2718.0,2824.0
164,2015年度,01-635,北海道,新得町,6288,3123.0,3165.0
165,2015年度,01-636,北海道,清水町,9599,4683.0,4916.0
166,2015年度,01-637,北海道,芽室町,18484,8773.0,9711.0
167,2015年度,01-638,北海道,中札内村,3966,1932.0,2034.0
168,2015年度,01-639,北海道,更別村,3185,1567.0,1618.0
169,2015年度,01-641,北海道,大樹町,5738,2810.0,2928.0
170,2015年度,01-642,北海道,広尾町,7030,3357.0,3673.0
171,2015年度,01-643,北海道,幕別町,26760,12627.0,14133.0
172,2015年度,01-644,北海道,池田町,6882,3253.0,3629.0
173,2015年度,01-645,北海道,豊頃町,3182,1523.0,1659.0
174,2015年度,01-646,北海道,本別町,7358,3615.0,3743.0
175,2015年度,01-647,北海道,足寄町,6990,3380.0,3610.0
176,2015年度,01-648,北海道,陸別町,2482,1253.0,1229.0
177,2015年度,01-649,北海道,浦幌町,4919,2361.0,2558.0
178,2015年度,01-661,北海道,釧路町,19833,9373.0,10460.0
179,2015年度,01-662,北海道,厚岸町,9778,4628.0,5150.0
180,2015年度,01-663,北海道,浜中町,6061,2954.0,3107.0
181,2015年度,01-664,北海道,標茶町,7742,3717.0,4025.0
182,2015年度,01-665,北海道,弟子屈町,7758,3679.0,4079.0
183,2015年度,01-667,北海道,鶴居村,2534,1234.0,1300.0
184,2015年度,01-668,北海道,白糠町,8068,3752.0,4316.0
185,2015年度,01-691,北海道,別海町,15273,7687.0,7586.0
186,2015年度,01-692,北海道,中標津町,23774,11628.0,12146.0
187,2015年度,01-693,北海道,標津町,5242,2565.0,2677.0
188,2015年度,01-694,北海道,羅臼町,5415,2697.0,2718.0
189,2015年度,02-201,青森県,青森市,287648,133560.0,154088.0
190,2015年度,02-202,青森県,弘前市,177411,81367.0,96044.0
191,2015年度,02-203,青森県,八戸市,231257,110493.0,120764.0
192,2015年度,02-204,青森県,黒石市,34284,15834.0,18450.0
193,2015年度,02-205,青森県,五所川原市,55181,24979.0,30202.0
194,2015年度,02-206,青森県,十和田市,63429,30084.0,33345.0
195,2015年度,02-207,青森県,三沢市,40196,19852.0,20344.0
196,2015年度,02-208,青森県,むつ市,58493,28057.0,30436.0
197,2015年度,02-209,青森県,つがる市,33316,15547.0,17769.0
198,2015年度,02-210,青森県,平川市,32106,14876.0,17230.0
199,2015年度,02-301,青森県,平内町,11142,5275.0,5867.0
200,2015年度,02-303,青森県,今別町,2756,1293.0,1463.0
201,2015年度,02-304,青森県,蓬田村,2896,1368.0,1528.0
202,2015年度,02-307,青森県,外ヶ浜町,6198,2884.0,3314.0
203,2015年度,02-321,青森県,鰺ヶ沢町,10126,4580.0,5546.0
204,2015年度,02-323,青森県,深浦町,8429,3876.0,4553.0
205,2015年度,02-343,青森県,西目屋村,1415,706.0,709.0
206,2015年度,02-361,青森県,藤崎町,15179,6985.0,8194.0
207,2015年度,02-362,青森県,大鰐町,9676,4385.0,5291.0
208,2015年度,02-367,青森県,田舎館村,7783,3657.0,4126.0
209,2015年度,02-381,青森県,板柳町,13935,6347.0,7588.0
210,2015年度,02-384,青森県,鶴田町,13392,6235.0,7157.0
211,2015年度,02-387,青森県,中泊町,11187,5224.0,5963.0
212,2015年度,02-401,青森県,野辺地町,13524,6248.0,7276.0
213,2015年度,02-402,青森県,七戸町,15709,7433.0,8276.0
214,2015年度,02-405,青森県,六戸町,10423,4996.0,5427.0
215,2015年度,02-406,青森県,横浜町,4535,2200.0,2335.0
216,2015年度,02-408,青森県,東北町,17955,8506.0,9449.0
217,2015年度,02-411,青森県,六ヶ所村,10536,5816.0,4720.0
218,2015年度,02-412,青森県,おいらせ町,24222,11565.0,12657.0
219,2015年度,02-423,青森県,大間町,5227,2650.0,2577.0
220,2015年度,02-424,青森県,東通村,6607,3433.0,3174.0
221,2015年度,02-425,青森県,風間浦村,1976,981.0,995.0
222,2015年度,02-426,青森県,佐井村,2148,1056.0,1092.0
223,2015年度,02-441,青森県,三戸町,10135,4753.0,5382.0
224,2015年度,02-442,青森県,五戸町,17433,8286.0,9147.0
225,2015年度,02-443,青森県,田子町,5554,2599.0,2955.0
226,2015年度,02-445,青森県,南部町,18312,8524.0,9788.0
227,2015年度,02-446,青森県,階上町,14025,6984.0,7041.0
228,2015年度,02-450,青森県,新郷村,2509,1200.0,1309.0
229,2015年度,03-201,岩手県,盛岡市,297631,141089.0,156542.0
230,2015年度,03-202,岩手県,宮古市,56676,27868.0,28808.0
231,2015年度,03-203,岩手県,大船渡市,38058,18581.0,19477.0
232,2015年度,03-205,岩手県,花巻市,97702,46260.0,51442.0
233,2015年度,03-206,岩手県,北上市,93511,46250.0,47261.0
234,2015年度,03-207,岩手県,久慈市,35642,17027.0,18615.0
235,2015年度,03-208,岩手県,遠野市,28062,13526.0,14536.0
236,2015年度,03-209,岩手県,一関市,121583,58804.0,62779.0
237,2015年度,03-210,岩手県,陸前高田市,19758,9736.0,10022.0
238,2015年度,03-211,岩手県,釜石市,36802,18105.0,18697.0
239,2015年度,03-213,岩手県,二戸市,27611,12949.0,14662.0
240,2015年度,03-214,岩手県,八幡平市,26355,12621.0,13734.0
241,2015年度,03-215,岩手県,奥州市,119422,57377.0,62045.0
242,2015年度,03-216,岩手県,滝沢市,55463,27095.0,28368.0
243,2015年度,03-301,岩手県,雫石町,16981,8087.0,8894.0
244,2015年度,03-302,岩手県,葛巻町,6344,3026.0,3318.0
245,2015年度,03-303,岩手県,岩手町,13692,6626.0,7066.0
246,2015年度,03-321,岩手県,紫波町,32614,15482.0,17132.0
247,2015年度,03-322,岩手県,矢巾町,27678,13155.0,14523.0
248,2015年度,03-366,岩手県,西和賀町,5880,2734.0,3146.0
249,2015年度,03-381,岩手県,金ケ崎町,15895,8067.0,7828.0
250,2015年度,03-402,岩手県,平泉町,7868,3762.0,4106.0
251,2015年度,03-441,岩手県,住田町,5720,2764.0,2956.0
252,2015年度,03-461,岩手県,大槌町,11759,5778.0,5981.0
253,2015年度,03-482,岩手県,山田町,15826,7732.0,8094.0
254,2015年度,03-483,岩手県,岩泉町,9841,4788.0,5053.0
255,2015年度,03-484,岩手県,田野畑村,3466,1719.0,1747.0
256,2015年度,03-485,岩手県,普代村,2795,1379.0,1416.0
257,2015年度,03-501,岩手県,軽米町,9333,4489.0,4844.0
258,2015年度,03-503,岩手県,野田村,4149,1962.0,2187.0
259,2015年度,03-506,岩手県,九戸村,5865,2804.0,3061.0
260,2015年度,03-507,岩手県,洋野町,16693,7796.0,8897.0
261,2015年度,03-524,岩手県,一戸町,12919,6146.0,6773.0
262,2015年度,04-100,宮城県,仙台市,1082159,527170.0,554989.0
268,2015年度,04-202,宮城県,石巻市,147214,71826.0,75388.0
269,2015年度,04-203,宮城県,塩竈市,54187,25762.0,28425.0
270,2015年度,04-205,宮城県,気仙沼市,64988,31772.0,33216.0
271,2015年度,04-206,宮城県,白石市,35272,17118.0,18154.0
272,2015年度,04-207,宮城県,名取市,76668,37577.0,39091.0
273,2015年度,04-208,宮城県,角田市,30180,14844.0,15336.0
274,2015年度,04-209,宮城県,多賀城市,62096,31050.0,31046.0
275,2015年度,04-211,宮城県,岩沼市,44678,22118.0,22560.0
276,2015年度,04-212,宮城県,登米市,81959,39837.0,42122.0
277,2015年度,04-213,宮城県,栗原市,69906,33649.0,36257.0
278,2015年度,04-214,宮城県,東松島市,39503,19408.0,20095.0
279,2015年度,04-215,宮城県,大崎市,133391,65120.0,68271.0
280,2015年度,04-216,宮城県,富谷市,51591,25171.0,26420.0
281,2015年度,04-301,宮城県,蔵王町,12316,6001.0,6315.0
282,2015年度,04-302,宮城県,七ヶ宿町,1461,722.0,739.0
283,2015年度,04-321,宮城県,大河原町,23798,11642.0,12156.0
284,2015年度,04-322,宮城県,村田町,11501,5721.0,5780.0
285,2015年度,04-323,宮城県,柴田町,39525,19942.0,19583.0
286,2015年度,04-324,宮城県,川崎町,9167,4508.0,4659.0
287,2015年度,04-341,宮城県,丸森町,13972,6877.0,7095.0
288,2015年度,04-361,宮城県,亘理町,33589,16362.0,17227.0
289,2015年度,04-362,宮城県,山元町,12315,6168.0,6147.0
290,2015年度,04-401,宮城県,松島町,14421,6968.0,7453.0
291,2015年度,04-404,宮城県,七ヶ浜町,18652,9248.0,9404.0
292,2015年度,04-406,宮城県,利府町,35835,17400.0,18435.0
293,2015年度,04-421,宮城県,大和町,28244,14552.0,13692.0
294,2015年度,04-422,宮城県,大郷町,8370,4068.0,4302.0
295,2015年度,04-424,宮城県,大衡村,5703,2859.0,2844.0
296,2015年度,04-444,宮城県,色麻町,7238,3489.0,3749.0
297,2015年度,04-445,宮城県,加美町,23743,11580.0,12163.0
298,2015年度,04-501,宮城県,涌谷町,16701,8093.0,8608.0
299,2015年度,04-505,宮城県,美里町,24852,11981.0,12871.0
300,2015年度,04-581,宮城県,女川町,6334,3459.0,2875.0
301,2015年度,04-606,宮城県,南三陸町,12370,6105.0,6265.0
302,2015年度,05-201,秋田県,秋田市,315814,148851.0,166963.0
303,2015年度,05-202,秋田県,能代市,54730,25170.0,29560.0
304,2015年度,05-203,秋田県,横手市,92197,43274.0,48923.0
305,2015年度,05-204,秋田県,大館市,74175,34633.0,39542.0
306,2015年度,05-206,秋田県,男鹿市,28375,13301.0,15074.0
307,2015年度,05-207,秋田県,湯沢市,46613,22132.0,24481.0
308,2015年度,05-209,秋田県,鹿角市,32038,14939.0,17099.0
309,2015年度,05-210,秋田県,由利本荘市,79927,38162.0,41765.0
310,2015年度,05-211,秋田県,潟上市,33083,15547.0,17536.0
311,2015年度,05-212,秋田県,大仙市,82783,38563.0,44220.0
312,2015年度,05-213,秋田県,北秋田市,33224,15478.0,17746.0
313,2015年度,05-214,秋田県,にかほ市,25324,11981.0,13343.0
314,2015年度,05-215,秋田県,仙北市,27523,12758.0,14765.0
315,2015年度,05-303,秋田県,小坂町,5339,2489.0,2850.0
316,2015年度,05-327,秋田県,上小阿仁村,2381,1113.0,1268.0
317,2015年度,05-346,秋田県,藤里町,3359,1602.0,1757.0
318,2015年度,05-348,秋田県,三種町,17078,7824.0,9254.0
319,2015年度,05-349,秋田県,八峰町,7309,3429.0,3880.0
320,2015年度,05-361,秋田県,五城目町,9463,4392.0,5071.0
321,2015年度,05-363,秋田県,八郎潟町,6080,2787.0,3293.0
322,2015年度,05-366,秋田県,井川町,4986,2332.0,2654.0
323,2015年度,05-368,秋田県,大潟村,3110,1536.0,1574.0
324,2015年度,05-434,秋田県,美郷町,20279,9486.0,10793.0
325,2015年度,05-463,秋田県,羽後町,15319,7318.0,8001.0
326,2015年度,05-464,秋田県,東成瀬村,2610,1239.0,1371.0
327,2015年度,06-201,山形県,山形市,253832,121575.0,132257.0
328,2015年度,06-202,山形県,米沢市,85953,42100.0,43853.0
329,2015年度,06-203,山形県,鶴岡市,129652,61761.0,67891.0
330,2015年度,06-204,山形県,酒田市,106244,50293.0,55951.0
331,2015年度,06-205,山形県,新庄市,36894,17535.0,19359.0
332,2015年度,06-206,山形県,寒河江市,41256,19951.0,21305.0
333,2015年度,06-207,山形県,上山市,31569,14951.0,16618.0
334,2015年度,06-208,山形県,村山市,24684,11845.0,12839.0
335,2015年度,06-209,山形県,長井市,27757,13360.0,14397.0
336,2015年度,06-210,山形県,天童市,62194,30197.0,31997.0
337,2015年度,06-211,山形県,東根市,47768,23696.0,24072.0
338,2015年度,06-212,山形県,尾花沢市,16953,8178.0,8775.0
339,2015年度,06-213,山形県,南陽市,32285,15421.0,16864.0
340,2015年度,06-301,山形県,山辺町,14369,6877.0,7492.0
341,2015年度,06-302,山形県,中山町,11363,5494.0,5869.0
342,2015年度,06-321,山形県,河北町,18952,9152.0,9800.0
343,2015年度,06-322,山形県,西川町,5636,2688.0,2948.0
344,2015年度,06-323,山形県,朝日町,7119,3504.0,3615.0
345,2015年度,06-324,山形県,大江町,8472,4173.0,4299.0
346,2015年度,06-341,山形県,大石田町,7357,3610.0,3747.0
347,2015年度,06-361,山形県,金山町,5829,2820.0,3009.0
348,2015年度,06-362,山形県,最上町,8902,4299.0,4603.0
349,2015年度,06-363,山形県,舟形町,5631,2728.0,2903.0
350,2015年度,06-364,山形県,真室川町,8137,3821.0,4316.0
351,2015年度,06-365,山形県,大蔵村,3412,1663.0,1749.0
352,2015年度,06-366,山形県,鮭川村,4317,2085.0,2232.0
353,2015年度,06-367,山形県,戸沢村,4773,2279.0,2494.0
354,2015年度,06-381,山形県,高畠町,23882,11548.0,12334.0
355,2015年度,06-382,山形県,川西町,15751,7646.0,8105.0
356,2015年度,06-401,山形県,小国町,7868,3863.0,4005.0
357,2015年度,06-402,山形県,白鷹町,14175,6926.0,7249.0
358,2015年度,06-403,山形県,飯豊町,7304,3527.0,3777.0
359,2015年度,06-426,山形県,三川町,7728,3715.0,4013.0
360,2015年度,06-428,山形県,庄内町,21666,10255.0,11411.0
361,2015年度,06-461,山形県,遊佐町,14207,6690.0,7517.0
362,2015年度,07-201,福島県,福島市,294247,144690.0,149557.0
363,2015年度,07-202,福島県,会津若松市,124062,59200.0,64862.0
364,2015年度,07-203,福島県,郡山市,335444,167096.0,168348.0
365,2015年度,07-204,福島県,いわき市,350237,172829.0,177408.0
366,2015年度,07-205,福島県,白河市,61913,30662.0,31251.0
367,2015年度,07-207,福島県,須賀川市,77441,38032.0,39409.0
368,2015年度,07-208,福島県,喜多方市,49377,23301.0,26076.0
369,2015年度,07-209,福島県,相馬市,38556,19603.0,18953.0
370,2015年度,07-210,福島県,二本松市,58162,28716.0,29446.0
371,2015年度,07-211,福島県,田村市,38503,19189.0,19314.0
372,2015年度,07-212,福島県,南相馬市,57797,31175.0,26622.0
373,2015年度,07-213,福島県,伊達市,62400,30541.0,31859.0
374,2015年度,07-214,福島県,本宮市,30924,15224.0,15700.0
375,2015年度,07-301,福島県,桑折町,12271,5829.0,6442.0
376,2015年度,07-303,福島県,国見町,9512,4594.0,4918.0
377,2015年度,07-308,福島県,川俣町,14452,7291.0,7161.0
378,2015年度,07-322,福島県,大玉村,8679,4309.0,4370.0
379,2015年度,07-342,福島県,鏡石町,12486,6092.0,6394.0
380,2015年度,07-344,福島県,天栄村,5611,2783.0,2828.0
381,2015年度,07-362,福島県,下郷町,5800,2799.0,3001.0
382,2015年度,07-364,福島県,檜枝岐村,615,315.0,300.0
383,2015年度,07-367,福島県,只見町,4470,2176.0,2294.0
384,2015年度,07-368,福島県,南会津町,16264,7949.0,8315.0
385,2015年度,07-402,福島県,北塩原村,2831,1434.0,1397.0
386,2015年度,07-405,福島県,西会津町,6582,3148.0,3434.0
387,2015年度,07-407,福島県,磐梯町,3579,1717.0,1862.0
388,2015年度,07-408,福島県,猪苗代町,15037,7188.0,7849.0
389,2015年度,07-421,福島県,会津坂下町,16303,7788.0,8515.0
390,2015年度,07-422,福島県,湯川村,3206,1516.0,1690.0
391,2015年度,07-423,福島県,柳津町,3536,1719.0,1817.0
392,2015年度,07-444,福島県,三島町,1668,800.0,868.0
393,2015年度,07-445,福島県,金山町,2189,1036.0,1153.0
394,2015年度,07-446,福島県,昭和村,1322,633.0,689.0
395,2015年度,07-447,福島県,会津美里町,20913,9942.0,10971.0
396,2015年度,07-461,福島県,西郷村,20322,10284.0,10038.0
397,2015年度,07-464,福島県,泉崎村,6495,3163.0,3332.0
398,2015年度,07-465,福島県,中島村,5001,2456.0,2545.0
399,2015年度,07-466,福島県,矢吹町,17370,8731.0,8639.0
400,2015年度,07-481,福島県,棚倉町,14295,7053.0,7242.0
401,2015年度,07-482,福島県,矢祭町,5950,2913.0,3037.0
402,2015年度,07-483,福島県,塙町,9157,4499.0,4658.0
403,2015年度,07-484,福島県,鮫川村,3577,1788.0,1789.0
404,2015年度,07-501,福島県,石川町,15880,7792.0,8088.0
405,2015年度,07-502,福島県,玉川村,6777,3374.0,3403.0
406,2015年度,07-503,福島県,平田村,6505,3197.0,3308.0
407,2015年度,07-504,福島県,浅川町,6577,3308.0,3269.0
408,2015年度,07-505,福島県,古殿町,5373,2610.0,2763.0
409,2015年度,07-521,福島県,三春町,18304,9089.0,9215.0
410,2015年度,07-522,福島県,小野町,10475,5115.0,5360.0
411,2015年度,07-541,福島県,広野町,4319,2750.0,1569.0
412,2015年度,07-542,福島県,楢葉町,975,846.0,129.0
413,2015年度,07-543,福島県,富岡町,0,0.0,0.0
414,2015年度,07-544,福島県,川内村,2021,1222.0,799.0
415,2015年度,07-545,福島県,大熊町,0,0.0,0.0
416,2015年度,07-546,福島県,双葉町,0,0.0,0.0
417,2015年度,07-547,福島県,浪江町,0,0.0,0.0
418,2015年度,07-548,福島県,葛尾村,18,12.0,6.0
419,2015年度,07-561,福島県,新地町,8218,4135.0,4083.0
420,2015年度,07-564,福島県,飯舘村,41,7.0,34.0
421,2015年度,08-201,茨城県,水戸市,270783,132799.0,137984.0
422,2015年度,08-202,茨城県,日立市,185054,92595.0,92459.0
423,2015年度,08-203,茨城県,土浦市,140804,70101.0,70703.0
424,2015年度,08-204,茨城県,古河市,140946,70354.0,70592.0
425,2015年度,08-205,茨城県,石岡市,76020,37530.0,38490.0
426,2015年度,08-207,茨城県,結城市,51594,25689.0,25905.0
427,2015年度,08-208,茨城県,龍ケ崎市,78342,38959.0,39383.0
428,2015年度,08-210,茨城県,下妻市,43293,21603.0,21690.0
429,2015年度,08-211,茨城県,常総市,61483,30692.0,30791.0
430,2015年度,08-212,茨城県,常陸太田市,52294,25382.0,26912.0
431,2015年度,08-214,茨城県,高萩市,29638,14598.0,15040.0
432,2015年度,08-215,茨城県,北茨城市,44412,22003.0,22409.0
433,2015年度,08-216,茨城県,笠間市,76739,37510.0,39229.0
434,2015年度,08-217,茨城県,取手市,106570,52489.0,54081.0
435,2015年度,08-219,茨城県,牛久市,84317,41672.0,42645.0
436,2015年度,08-220,茨城県,つくば市,226963,114774.0,112189.0
437,2015年度,08-221,茨城県,ひたちなか市,155689,78270.0,77419.0
438,2015年度,08-222,茨城県,鹿嶋市,67879,35089.0,32790.0
439,2015年度,08-223,茨城県,潮来市,29111,14415.0,14696.0
440,2015年度,08-224,茨城県,守谷市,64753,32742.0,32011.0
441,2015年度,08-225,茨城県,常陸大宮市,42587,20953.0,21634.0
442,2015年度,08-226,茨城県,那珂市,54276,26422.0,27854.0
443,2015年度,08-227,茨城県,筑西市,104573,51663.0,52910.0
444,2015年度,08-228,茨城県,坂東市,54087,27298.0,26789.0
445,2015年度,08-229,茨城県,稲敷市,42810,21218.0,21592.0
446,2015年度,08-230,茨城県,かすみがうら市,42147,21331.0,20816.0
447,2015年度,08-231,茨城県,桜川市,42632,20963.0,21669.0
448,2015年度,08-232,茨城県,神栖市,94522,48705.0,45817.0
449,2015年度,08-233,茨城県,行方市,34909,17213.0,17696.0
450,2015年度,08-234,茨城県,鉾田市,48147,24303.0,23844.0
451,2015年度,08-235,茨城県,つくばみらい市,49136,24685.0,24451.0
452,2015年度,08-236,茨城県,小美玉市,50911,25696.0,25215.0
453,2015年度,08-302,茨城県,茨城町,32921,16216.0,16705.0
454,2015年度,08-309,茨城県,大洗町,16886,8279.0,8607.0
455,2015年度,08-310,茨城県,城里町,19800,9633.0,10167.0
456,2015年度,08-341,茨城県,東海村,37713,19031.0,18682.0
457,2015年度,08-364,茨城県,大子町,18053,8765.0,9288.0
458,2015年度,08-442,茨城県,美浦村,15842,8048.0,7794.0
459,2015年度,08-443,茨城県,阿見町,47535,23496.0,24039.0
460,2015年度,08-447,茨城県,河内町,9168,4495.0,4673.0
461,2015年度,08-521,茨城県,八千代町,22021,11309.0,10712.0
462,2015年度,08-542,茨城県,五霞町,8786,4408.0,4378.0
463,2015年度,08-546,茨城県,境町,24517,12217.0,12300.0
464,2015年度,08-564,茨城県,利根町,16313,7981.0,8332.0
465,2015年度,09-201,栃木県,宇都宮市,518594,258960.0,259634.0
466,2015年度,09-202,栃木県,足利市,149452,73161.0,76291.0
467,2015年度,09-203,栃木県,栃木市,159211,78209.0,81002.0
468,2015年度,09-204,栃木県,佐野市,118919,58507.0,60412.0
469,2015年度,09-205,栃木県,鹿沼市,98374,48488.0,49886.0
470,2015年度,09-206,栃木県,日光市,83386,40431.0,42955.0
471,2015年度,09-208,栃木県,小山市,166760,84100.0,82660.0
472,2015年度,09-209,栃木県,真岡市,79539,39910.0,39629.0
473,2015年度,09-210,栃木県,大田原市,75457,37673.0,37784.0
474,2015年度,09-211,栃木県,矢板市,33354,16589.0,16765.0
475,2015年度,09-213,栃木県,那須塩原市,117146,58148.0,58998.0
476,2015年度,09-214,栃木県,さくら市,44901,23368.0,21533.0
477,2015年度,09-215,栃木県,那須烏山市,27047,13340.0,13707.0
478,2015年度,09-216,栃木県,下野市,59431,29376.0,30055.0
479,2015年度,09-301,栃木県,上三川町,31046,15951.0,15095.0
480,2015年度,09-342,栃木県,益子町,23281,11542.0,11739.0
481,2015年度,09-343,栃木県,茂木町,13188,6443.0,6745.0
482,2015年度,09-344,栃木県,市貝町,11720,5939.0,5781.0
483,2015年度,09-345,栃木県,芳賀町,15189,7635.0,7554.0
484,2015年度,09-361,栃木県,壬生町,39951,19643.0,20308.0
